booking_date,channel,category,geography,bookings,transacted_value,revenue,spend,profit
2024-12-14,SEM,FLIGHT + HOTEL,DE,51,86090,11737,8718,3019
2024-12-14,SEM,FLIGHT + HOTEL,ES,38,85106,8995,5878,3117
2024-12-14,SEM,FLIGHT + HOTEL,FR,109,149937,17071,17668,-597
2024-12-14,SEM,FLIGHT + HOTEL,GB,24,34147,3841,2843,998
2024-12-14,SEM,FLIGHT + HOTEL,IT,114,244894,30510,19057,11453
2024-12-14,SEM,FLIGHT + HOTEL,OTHER,40,46207,7679,7388,291
2024-12-14,SEM,HOTEL,DE,16,8237,839,419,420
2024-12-14,SEM,HOTEL,ES,13,5895,628,726,-98
2024-12-14,SEM,HOTEL,FR,44,10635,1264,1192,72
2024-12-14,SEM,HOTEL,GB,7,5159,621,256,365
2024-12-14,SEM,HOTEL,IT,46,20075,1888,1246,642
2024-12-14,SEM,HOTEL,OTHER,18,8833,2597,678,1919
2024-12-14,SEO,FLIGHT,DE,26,9464,810,0,810
2024-12-14,SEO,FLIGHT,ES,1,572,2,0,2
2024-12-14,SEO,FLIGHT,FR,14,17419,1298,0,1298
2024-12-14,SEO,FLIGHT,GB,16,6638,649,0,649
2024-12-14,SEO,FLIGHT,IT,24,8737,755,0,755
2024-12-14,SEO,FLIGHT,OTHER,7,6693,553,0,553
2024-12-14,SEO,FLIGHT + HOTEL,DE,7,11262,1210,0,1210
2024-12-14,SEO,FLIGHT + HOTEL,ES,12,31295,2835,0,2835
2024-12-14,SEO,FLIGHT + HOTEL,FR,32,46890,6065,0,6065
2024-12-14,SEO,FLIGHT + HOTEL,GB,6,5256,715,0,715
2024-12-14,SEO,FLIGHT + HOTEL,IT,19,47180,6020,0,6020
2024-12-14,SEO,FLIGHT + HOTEL,OTHER,2,3795,356,0,356
2024-12-14,SEO,HOTEL,DE,0,0,0,0,0
2024-12-14,SEO,HOTEL,ES,4,664,68,0,68
2024-12-14,SEO,HOTEL,FR,39,11404,972,0,972
2024-12-14,SEO,HOTEL,GB,2,527,58,0,58
2024-12-14,SEO,HOTEL,IT,9,6506,822,0,822
2024-12-14,SEO,HOTEL,OTHER,6,2043,231,0,231
2024-12-15,DIRECT,FLIGHT,DE,75,32475,2299,0,2299
2024-12-15,DIRECT,FLIGHT,ES,34,14311,586,0,586
2024-12-15,DIRECT,FLIGHT,FR,31,23817,1599,0,1599
2024-12-15,DIRECT,FLIGHT,GB,25,13773,872,0,872
2024-12-15,DIRECT,FLIGHT,IT,20,20919,972,0,972
2024-12-15,DIRECT,FLIGHT,OTHER,32,12115,630,0,630
2024-12-15,DIRECT,FLIGHT + HOTEL,DE,44,78660,8378,0,8378
2024-12-15,DIRECT,FLIGHT + HOTEL,ES,50,128162,13083,0,13083
2024-12-15,DIRECT,FLIGHT + HOTEL,FR,115,135021,18273,0,18273
2024-12-15,DIRECT,FLIGHT + HOTEL,GB,11,13870,2221,0,2221
2024-12-15,DIRECT,FLIGHT + HOTEL,IT,46,97367,14166,0,14166
2024-12-15,DIRECT,FLIGHT + HOTEL,OTHER,11,27131,2549,0,2549
2024-12-15,DIRECT,HOTEL,DE,28,6711,670,0,670
2024-12-15,DIRECT,HOTEL,ES,22,8956,1125,0,1125
2024-12-15,DIRECT,HOTEL,FR,71,36270,3263,0,3263
2024-12-15,DIRECT,HOTEL,GB,9,3593,262,0,262
2024-12-15,DIRECT,HOTEL,IT,37,15787,1407,0,1407
2024-12-15,DIRECT,HOTEL,OTHER,13,2948,343,0,343
2024-12-15,META,FLIGHT,DE,131,64544,3317,1437,1880
2024-12-15,META,FLIGHT,ES,441,283046,10414,6299,4115
2024-12-15,META,FLIGHT,FR,274,228680,8093,4077,4016
2024-12-15,META,FLIGHT,GB,55,27708,1196,505,691
2024-12-15,META,FLIGHT,IT,119,93044,2570,1313,1257
2024-12-15,META,FLIGHT,OTHER,1118,694064,25861,17652,8209
2024-12-15,META,FLIGHT + HOTEL,DE,2,2753,246,0,246
2024-12-15,META,FLIGHT + HOTEL,ES,4,4166,623,136,487
2024-12-15,META,FLIGHT + HOTEL,FR,10,17514,1441,414,1027
2024-12-15,META,FLIGHT + HOTEL,GB,1,1823,236,144,92
2024-12-15,META,FLIGHT + HOTEL,IT,9,24289,3243,227,3016
2024-12-15,META,FLIGHT + HOTEL,OTHER,8,14405,2288,705,1583
2024-12-15,META,HOTEL,DE,2,471,62,281,-219
2024-12-15,META,HOTEL,ES,1,428,64,715,-651
2024-12-15,META,HOTEL,FR,13,8676,444,1274,-830
2024-12-15,META,HOTEL,GB,3,4823,516,167,349
2024-12-15,META,HOTEL,IT,12,10322,1016,747,269
2024-12-15,META,HOTEL,OTHER,3,1250,172,253,-81
2024-12-15,SEM,FLIGHT,DE,87,57608,6534,3326,3208
2024-12-15,SEM,FLIGHT,ES,17,7905,975,843,132
2024-12-15,SEM,FLIGHT,FR,58,47449,4410,3657,753
2024-12-15,SEM,FLIGHT,GB,40,19358,2463,1551,912
2024-12-15,SEM,FLIGHT,IT,50,40394,2881,3114,-233
2024-12-15,SEM,FLIGHT,OTHER,28,16183,2047,5051,-3004
2024-12-15,SEM,FLIGHT + HOTEL,DE,84,117867,14026,10349,3677
2024-12-15,SEM,FLIGHT + HOTEL,ES,81,169817,15453,14823,630
2024-12-15,SEM,FLIGHT + HOTEL,FR,123,205387,21707,19646,2061
2024-12-15,SEM,FLIGHT + HOTEL,GB,37,52384,6566,3761,2805
2024-12-15,SEM,FLIGHT + HOTEL,IT,204,391610,51747,34448,17299
2024-12-15,SEM,FLIGHT + HOTEL,OTHER,53,84288,12251,8684,3567
2024-12-15,SEM,HOTEL,DE,12,8655,732,298,434
2024-12-15,SEM,HOTEL,ES,11,4469,465,633,-168
2024-12-15,SEM,HOTEL,FR,54,27652,3172,1714,1458
2024-12-15,SEM,HOTEL,GB,10,3195,336,1117,-781
2024-12-15,SEM,HOTEL,IT,48,21410,2222,1007,1215
2024-12-15,SEM,HOTEL,OTHER,26,5908,744,1019,-275
2024-12-15,SEO,FLIGHT,DE,27,10852,858,0,858
2024-12-15,SEO,FLIGHT,ES,6,3846,217,0,217
2024-12-15,SEO,FLIGHT,FR,20,16105,1106,0,1106
2024-12-15,SEO,FLIGHT,GB,9,5034,674,0,674
2024-12-15,SEO,FLIGHT,IT,17,8586,612,0,612
2024-12-15,SEO,FLIGHT,OTHER,11,7869,887,0,887
2024-12-15,SEO,FLIGHT + HOTEL,DE,13,15812,1420,0,1420
2024-12-15,SEO,FLIGHT + HOTEL,ES,27,74076,9385,0,9385
2024-12-15,SEO,FLIGHT + HOTEL,FR,16,24257,2504,0,2504
2024-12-15,SEO,FLIGHT + HOTEL,GB,4,5174,747,0,747
2024-12-15,SEO,FLIGHT + HOTEL,IT,25,54276,5419,0,5419
2024-12-15,SEO,FLIGHT + HOTEL,OTHER,6,13779,2083,0,2083
2024-12-15,SEO,HOTEL,DE,6,1012,117,0,117
2024-12-15,SEO,HOTEL,ES,5,4476,314,0,314
2024-12-15,SEO,HOTEL,FR,22,4527,361,0,361
2024-12-15,SEO,HOTEL,GB,1,844,115,0,115
2024-12-15,SEO,HOTEL,IT,17,14111,1417,0,1417
2024-12-15,SEO,HOTEL,OTHER,1,149,8,0,8
2024-12-16,DIRECT,FLIGHT,DE,96,27782,2365,0,2365
2024-12-16,DIRECT,FLIGHT,ES,42,14927,1513,0,1513
2024-12-16,DIRECT,FLIGHT,FR,47,38906,2285,0,2285
2024-12-16,DIRECT,FLIGHT,GB,36,15842,1018,0,1018
2024-12-16,DIRECT,FLIGHT,IT,33,12141,1267,0,1267
2024-12-16,DIRECT,FLIGHT,OTHER,33,32611,1986,0,1986
2024-12-16,DIRECT,FLIGHT + HOTEL,DE,54,67538,7426,0,7426
2024-12-16,DIRECT,FLIGHT + HOTEL,ES,47,69469,8473,0,8473
2024-12-16,DIRECT,FLIGHT + HOTEL,FR,90,144702,13256,0,13256
2024-12-16,DIRECT,FLIGHT + HOTEL,GB,14,20078,2424,0,2424
2024-12-16,DIRECT,FLIGHT + HOTEL,IT,41,56899,8664,0,8664
2024-12-16,DIRECT,FLIGHT + HOTEL,OTHER,9,13978,4406,0,4406
2024-12-16,DIRECT,HOTEL,DE,27,11728,1352,0,1352
2024-12-16,DIRECT,HOTEL,ES,17,8567,1094,0,1094
2024-12-16,DIRECT,HOTEL,FR,77,27382,3083,0,3083
2024-12-16,DIRECT,HOTEL,GB,15,2321,274,0,274
2024-12-16,DIRECT,HOTEL,IT,38,20585,1756,0,1756
2024-12-16,DIRECT,HOTEL,OTHER,11,3831,355,0,355
2024-12-16,META,FLIGHT,DE,329,128022,5544,3364,2180
2024-12-16,META,FLIGHT,ES,506,293634,9297,6297,3000
2024-12-16,META,FLIGHT,FR,468,315548,10488,6838,3650
2024-12-16,META,FLIGHT,GB,83,34128,1040,493,547
2024-12-16,META,FLIGHT,IT,119,90641,711,1603,-892
2024-12-16,META,FLIGHT,OTHER,1070,565976,21581,15102,6479
2024-12-16,META,FLIGHT + HOTEL,DE,3,6227,835,419,416
2024-12-16,META,FLIGHT + HOTEL,ES,2,4732,607,0,607
2024-12-16,META,FLIGHT + HOTEL,FR,23,33116,3633,1411,2222
2024-12-16,META,FLIGHT + HOTEL,GB,0,0,0,0,0
2024-12-16,META,FLIGHT + HOTEL,IT,5,7128,952,339,613
2024-12-16,META,FLIGHT + HOTEL,OTHER,11,22039,2569,922,1647
2024-12-16,META,HOTEL,DE,1,83,8,0,8
2024-12-16,META,HOTEL,ES,5,8207,628,859,-231
2024-12-16,META,HOTEL,FR,19,11964,812,872,-60
2024-12-16,META,HOTEL,GB,0,0,0,0,0
2024-12-16,META,HOTEL,IT,12,7477,610,593,17
2024-12-16,META,HOTEL,OTHER,8,1566,191,692,-501
2024-12-16,SEM,FLIGHT,DE,156,73444,6321,4992,1329
2024-12-16,SEM,FLIGHT,ES,25,16089,1743,1136,607
2024-12-16,SEM,FLIGHT,FR,83,74962,5857,4783,1074
2024-12-16,SEM,FLIGHT,GB,72,24677,2160,2959,-799
2024-12-16,SEM,FLIGHT,IT,41,34156,2496,1993,503
2024-12-16,SEM,FLIGHT,OTHER,23,16032,1507,2133,-626
2024-12-16,SEM,FLIGHT + HOTEL,DE,70,166296,19725,7891,11834
2024-12-16,SEM,FLIGHT + HOTEL,ES,61,116524,12388,12776,-388
2024-12-16,SEM,FLIGHT + HOTEL,FR,137,210842,24245,20599,3646
2024-12-16,SEM,FLIGHT + HOTEL,GB,46,47733,5543,4878,665
2024-12-16,SEM,FLIGHT + HOTEL,IT,145,289156,35238,27037,8201
2024-12-16,SEM,FLIGHT + HOTEL,OTHER,48,78684,9624,9392,232
2024-12-16,SEM,HOTEL,DE,16,4579,540,448,92
2024-12-16,SEM,HOTEL,ES,15,7826,791,1006,-215
2024-12-16,SEM,HOTEL,FR,51,21101,2331,2075,256
2024-12-16,SEM,HOTEL,GB,16,2863,367,877,-510
2024-12-16,SEM,HOTEL,IT,34,20353,2144,809,1335
2024-12-16,SEM,HOTEL,OTHER,23,3974,423,724,-301
2024-12-16,SEO,FLIGHT,DE,42,20307,1493,0,1493
2024-12-16,SEO,FLIGHT,ES,5,1071,66,0,66
2024-12-16,SEO,FLIGHT,FR,8,5222,303,0,303
2024-12-16,SEO,FLIGHT,GB,13,3450,431,0,431
2024-12-16,SEO,FLIGHT,IT,15,6219,513,0,513
2024-12-16,SEO,FLIGHT,OTHER,5,2601,303,0,303
2024-12-16,SEO,FLIGHT + HOTEL,DE,12,14399,1833,0,1833
2024-12-16,SEO,FLIGHT + HOTEL,ES,28,67856,5328,0,5328
2024-12-16,SEO,FLIGHT + HOTEL,FR,46,57993,6883,0,6883
2024-12-16,SEO,FLIGHT + HOTEL,GB,6,10764,1071,0,1071
2024-12-16,SEO,FLIGHT + HOTEL,IT,18,32451,3688,0,3688
2024-12-16,SEO,FLIGHT + HOTEL,OTHER,5,9790,1022,0,1022
2024-12-16,SEO,HOTEL,DE,8,1801,86,0,86
2024-12-16,SEO,HOTEL,ES,7,4601,525,0,525
2024-12-16,SEO,HOTEL,FR,33,16100,1509,0,1509
2024-12-16,SEO,HOTEL,GB,0,0,0,0,0
2024-12-16,SEO,HOTEL,IT,13,3412,411,0,411
2024-12-16,SEO,HOTEL,OTHER,2,487,53,0,53
2024-12-17,DIRECT,FLIGHT,DE,94,30571,2938,0,2938
2024-12-17,DIRECT,FLIGHT,ES,52,20304,1341,0,1341
2024-12-17,DIRECT,FLIGHT,FR,48,35596,2465,0,2465
2024-12-17,DIRECT,FLIGHT,GB,39,23339,1926,0,1926
2024-12-17,DIRECT,FLIGHT,IT,21,11141,1264,0,1264
2024-12-17,DIRECT,FLIGHT,OTHER,28,26979,1548,0,1548
2024-12-17,DIRECT,FLIGHT + HOTEL,DE,40,72912,9180,0,9180
2024-12-17,DIRECT,FLIGHT + HOTEL,ES,44,80950,7115,0,7115
2024-12-17,DIRECT,FLIGHT + HOTEL,FR,91,99513,12461,0,12461
2024-12-17,DIRECT,FLIGHT + HOTEL,GB,9,7311,1325,0,1325
2024-12-17,DIRECT,FLIGHT + HOTEL,IT,40,74860,10456,0,10456
2024-12-17,DIRECT,FLIGHT + HOTEL,OTHER,25,28586,4926,0,4926
2024-12-17,DIRECT,HOTEL,DE,27,11036,1134,0,1134
2024-12-17,DIRECT,HOTEL,ES,13,4341,359,0,359
2024-12-17,DIRECT,HOTEL,FR,61,22700,2371,0,2371
2024-12-17,DIRECT,HOTEL,GB,4,1729,200,0,200
2024-12-17,DIRECT,HOTEL,IT,26,9932,1097,0,1097
2024-12-17,DIRECT,HOTEL,OTHER,13,3651,411,0,411
2024-12-17,META,FLIGHT,DE,336,104646,6339,3201,3138
2024-12-17,META,FLIGHT,ES,424,263852,10850,5488,5362
2024-12-17,META,FLIGHT,FR,676,455938,15465,11111,4354
2024-12-17,META,FLIGHT,GB,80,35402,940,430,510
2024-12-17,META,FLIGHT,IT,143,111935,2204,1715,489
2024-12-17,META,FLIGHT,OTHER,1489,836409,28947,20948,7999
2024-12-17,META,FLIGHT + HOTEL,DE,0,0,0,0,0
2024-12-17,META,FLIGHT + HOTEL,ES,2,7071,901,342,559
2024-12-17,META,FLIGHT + HOTEL,FR,15,15746,1772,944,828
2024-12-17,META,FLIGHT + HOTEL,GB,1,2209,261,0,261
2024-12-17,META,FLIGHT + HOTEL,IT,7,9792,1131,515,616
2024-12-17,META,FLIGHT + HOTEL,OTHER,11,24418,3300,1079,2221
2024-12-17,META,HOTEL,DE,7,13398,791,392,399
2024-12-17,META,HOTEL,ES,12,5770,817,585,232
2024-12-17,META,HOTEL,FR,26,15715,889,771,118
2024-12-17,META,HOTEL,GB,0,0,0,0,0
2024-12-17,META,HOTEL,IT,9,4785,441,500,-59
2024-12-17,META,HOTEL,OTHER,6,5655,621,671,-50
2024-12-17,SEM,FLIGHT,DE,142,56006,7999,5854,2145
2024-12-17,SEM,FLIGHT,ES,13,7355,620,696,-76
2024-12-17,SEM,FLIGHT,FR,56,48845,2807,2917,-110
2024-12-17,SEM,FLIGHT,GB,67,33660,2901,1930,971
2024-12-17,SEM,FLIGHT,IT,42,49242,3180,1775,1405
2024-12-17,SEM,FLIGHT,OTHER,38,27606,3510,3234,276
2024-12-17,SEM,FLIGHT + HOTEL,DE,66,127201,14869,9641,5228
2024-12-17,SEM,FLIGHT + HOTEL,ES,55,103640,9156,8381,775
2024-12-17,SEM,FLIGHT + HOTEL,FR,144,225921,26459,18641,7818
2024-12-17,SEM,FLIGHT + HOTEL,GB,34,34475,4741,4270,471
2024-12-17,SEM,FLIGHT + HOTEL,IT,182,314662,39818,29282,10536
2024-12-17,SEM,FLIGHT + HOTEL,OTHER,55,88276,12385,9441,2944
2024-12-17,SEM,HOTEL,DE,32,9369,867,622,245
2024-12-17,SEM,HOTEL,ES,20,9213,1130,1353,-223
2024-12-17,SEM,HOTEL,FR,65,21119,2261,2095,166
2024-12-17,SEM,HOTEL,GB,11,4837,391,437,-46
2024-12-17,SEM,HOTEL,IT,32,9835,897,854,43
2024-12-17,SEM,HOTEL,OTHER,29,10988,1102,877,225
2024-12-17,SEO,FLIGHT,DE,41,13509,1659,0,1659
2024-12-17,SEO,FLIGHT,ES,3,1186,71,0,71
2024-12-17,SEO,FLIGHT,FR,10,13030,830,0,830
2024-12-17,SEO,FLIGHT,GB,24,7469,749,0,749
2024-12-17,SEO,FLIGHT,IT,21,14219,1026,0,1026
2024-12-17,SEO,FLIGHT,OTHER,4,1608,158,0,158
2024-12-17,SEO,FLIGHT + HOTEL,DE,11,19952,2988,0,2988
2024-12-17,SEO,FLIGHT + HOTEL,ES,8,17504,1486,0,1486
2024-12-17,SEO,FLIGHT + HOTEL,FR,29,51188,5057,0,5057
2024-12-17,SEO,FLIGHT + HOTEL,GB,7,10020,1182,0,1182
2024-12-17,SEO,FLIGHT + HOTEL,IT,29,39361,5712,0,5712
2024-12-17,SEO,FLIGHT + HOTEL,OTHER,4,3545,433,0,433
2024-12-17,SEO,HOTEL,DE,5,1394,193,0,193
2024-12-17,SEO,HOTEL,ES,1,418,62,0,62
2024-12-17,SEO,HOTEL,FR,24,4917,580,0,580
2024-12-17,SEO,HOTEL,GB,1,290,34,0,34
2024-12-17,SEO,HOTEL,IT,7,5332,885,0,885
2024-12-17,SEO,HOTEL,OTHER,2,6717,302,0,302
2024-12-18,DIRECT,FLIGHT,DE,77,43768,2777,0,2777
2024-12-18,DIRECT,FLIGHT,ES,31,16113,1047,0,1047
2024-12-18,DIRECT,FLIGHT,FR,57,28387,2370,0,2370
2024-12-18,DIRECT,FLIGHT,GB,19,12443,1016,0,1016
2024-12-18,DIRECT,FLIGHT,IT,21,16853,1447,0,1447
2024-12-18,DIRECT,FLIGHT,OTHER,20,9498,891,0,891
2024-12-18,DIRECT,FLIGHT + HOTEL,DE,42,49179,6185,0,6185
2024-12-18,DIRECT,FLIGHT + HOTEL,ES,35,78606,7346,0,7346
2024-12-18,DIRECT,FLIGHT + HOTEL,FR,70,107791,9024,0,9024
2024-12-18,DIRECT,FLIGHT + HOTEL,GB,10,7832,1217,0,1217
2024-12-18,DIRECT,FLIGHT + HOTEL,IT,40,91480,9483,0,9483
2024-12-18,DIRECT,FLIGHT + HOTEL,OTHER,18,29821,4472,0,4472
2024-12-18,DIRECT,HOTEL,DE,13,6284,629,0,629
2024-12-18,DIRECT,HOTEL,ES,18,7138,983,0,983
2024-12-18,DIRECT,HOTEL,FR,54,12192,1587,0,1587
2024-12-18,DIRECT,HOTEL,GB,6,1561,175,0,175
2024-12-18,DIRECT,HOTEL,IT,24,14616,1540,0,1540
2024-12-18,DIRECT,HOTEL,OTHER,11,5502,493,0,493
2024-12-18,META,FLIGHT,DE,300,128343,6755,4020,2735
2024-12-18,META,FLIGHT,ES,502,314042,10147,6437,3710
2024-12-18,META,FLIGHT,FR,723,392537,12307,10458,1849
2024-12-18,META,FLIGHT,GB,88,29586,1363,477,886
2024-12-18,META,FLIGHT,IT,139,113102,3584,1488,2096
2024-12-18,META,FLIGHT,OTHER,1471,777654,21801,18466,3335
2024-12-18,META,FLIGHT + HOTEL,DE,1,1249,142,0,142
2024-12-18,META,FLIGHT + HOTEL,ES,3,7505,1018,87,931
2024-12-18,META,FLIGHT + HOTEL,FR,12,19267,2415,814,1601
2024-12-18,META,FLIGHT + HOTEL,GB,1,1019,175,0,175
2024-12-18,META,FLIGHT + HOTEL,IT,7,13381,1141,301,840
2024-12-18,META,FLIGHT + HOTEL,OTHER,17,29921,3867,1360,2507
2024-12-18,META,HOTEL,DE,10,8360,723,661,62
2024-12-18,META,HOTEL,ES,4,9920,1106,728,378
2024-12-18,META,HOTEL,FR,18,24972,1513,1039,474
2024-12-18,META,HOTEL,GB,2,100,15,91,-76
2024-12-18,META,HOTEL,IT,13,11634,1174,534,640
2024-12-18,META,HOTEL,OTHER,2,2005,276,230,46
2024-12-18,SEM,FLIGHT,DE,122,62390,6337,5317,1020
2024-12-18,SEM,FLIGHT,ES,18,6142,673,714,-41
2024-12-18,SEM,FLIGHT,FR,53,38201,3716,3002,714
2024-12-18,SEM,FLIGHT,GB,75,37441,4360,2364,1996
2024-12-18,SEM,FLIGHT,IT,65,35524,3672,2514,1158
2024-12-18,SEM,FLIGHT,OTHER,39,32887,2979,5704,-2725
2024-12-18,SEM,FLIGHT + HOTEL,DE,86,116293,15316,8040,7276
2024-12-18,SEM,FLIGHT + HOTEL,ES,71,164713,12753,12718,35
2024-12-18,SEM,FLIGHT + HOTEL,FR,148,217003,19175,15495,3680
2024-12-18,SEM,FLIGHT + HOTEL,GB,28,37487,4199,2600,1599
2024-12-18,SEM,FLIGHT + HOTEL,IT,135,279211,29389,23977,5412
2024-12-18,SEM,FLIGHT + HOTEL,OTHER,33,61267,7751,8293,-542
2024-12-18,SEM,HOTEL,DE,19,9768,1271,570,701
2024-12-18,SEM,HOTEL,ES,22,9514,1282,1196,86
2024-12-18,SEM,HOTEL,FR,45,21910,1690,1367,323
2024-12-18,SEM,HOTEL,GB,16,5258,456,818,-362
2024-12-18,SEM,HOTEL,IT,41,29151,2730,1235,1495
2024-12-18,SEM,HOTEL,OTHER,14,8461,924,831,93
2024-12-18,SEO,FLIGHT,DE,30,11020,1162,0,1162
2024-12-18,SEO,FLIGHT,ES,7,2752,223,0,223
2024-12-18,SEO,FLIGHT,FR,14,9482,916,0,916
2024-12-18,SEO,FLIGHT,GB,15,8585,625,0,625
2024-12-18,SEO,FLIGHT,IT,15,8243,805,0,805
2024-12-18,SEO,FLIGHT,OTHER,7,6918,979,0,979
2024-12-18,SEO,FLIGHT + HOTEL,DE,12,19406,2566,0,2566
2024-12-18,SEO,FLIGHT + HOTEL,ES,19,37045,3026,0,3026
2024-12-18,SEO,FLIGHT + HOTEL,FR,20,32904,4230,0,4230
2024-12-18,SEO,FLIGHT + HOTEL,GB,3,3843,431,0,431
2024-12-18,SEO,FLIGHT + HOTEL,IT,36,57389,5657,0,5657
2024-12-18,SEO,FLIGHT + HOTEL,OTHER,5,6283,862,0,862
2024-12-18,SEO,HOTEL,DE,8,2298,251,0,251
2024-12-18,SEO,HOTEL,ES,6,4563,700,0,700
2024-12-18,SEO,HOTEL,FR,25,6852,855,0,855
2024-12-18,SEO,HOTEL,GB,4,1324,230,0,230
2024-12-18,SEO,HOTEL,IT,16,4422,434,0,434
2024-12-18,SEO,HOTEL,OTHER,4,26254,2252,0,2252
2024-12-19,DIRECT,FLIGHT,DE,77,25429,1905,0,1905
2024-12-19,DIRECT,FLIGHT,ES,31,10812,791,0,791
2024-12-19,DIRECT,FLIGHT,FR,36,28431,1726,0,1726
2024-12-19,DIRECT,FLIGHT,GB,27,14042,1140,0,1140
2024-12-19,DIRECT,FLIGHT,IT,20,7877,683,0,683
2024-12-19,DIRECT,FLIGHT,OTHER,21,17516,913,0,913
2024-12-19,DIRECT,FLIGHT + HOTEL,DE,46,83112,10275,0,10275
2024-12-19,DIRECT,FLIGHT + HOTEL,ES,27,71755,8121,0,8121
2024-12-19,DIRECT,FLIGHT + HOTEL,FR,88,142369,12964,0,12964
2024-12-19,DIRECT,FLIGHT + HOTEL,GB,12,12609,1226,0,1226
2024-12-19,DIRECT,FLIGHT + HOTEL,IT,27,52305,7636,0,7636
2024-12-19,DIRECT,FLIGHT + HOTEL,OTHER,15,19792,3156,0,3156
2024-12-19,DIRECT,HOTEL,DE,23,6096,576,0,576
2024-12-19,DIRECT,HOTEL,ES,29,16207,1603,0,1603
2024-12-19,DIRECT,HOTEL,FR,58,14491,1817,0,1817
2024-12-19,DIRECT,HOTEL,GB,8,2435,197,0,197
2024-12-19,DIRECT,HOTEL,IT,25,7150,760,0,760
2024-12-19,DIRECT,HOTEL,OTHER,8,3134,257,0,257
2024-12-19,META,FLIGHT,DE,309,94884,5259,3258,2001
2024-12-19,META,FLIGHT,ES,539,291031,9849,5882,3967
2024-12-19,META,FLIGHT,FR,578,392690,15439,10545,4894
2024-12-19,META,FLIGHT,GB,87,51726,2563,601,1962
2024-12-19,META,FLIGHT,IT,185,100079,4543,1823,2720
2024-12-19,META,FLIGHT,OTHER,1178,635240,22355,15818,6537
2024-12-19,META,FLIGHT + HOTEL,DE,0,0,0,0,0
2024-12-19,META,FLIGHT + HOTEL,ES,3,3850,400,113,287
2024-12-19,META,FLIGHT + HOTEL,FR,12,15482,1619,247,1372
2024-12-19,META,FLIGHT + HOTEL,GB,1,677,96,44,52
2024-12-19,META,FLIGHT + HOTEL,IT,6,11375,1188,381,807
2024-12-19,META,FLIGHT + HOTEL,OTHER,9,10007,1796,213,1583
2024-12-19,META,HOTEL,DE,2,1829,207,363,-156
2024-12-19,META,HOTEL,ES,5,3991,405,121,284
2024-12-19,META,HOTEL,FR,14,10302,551,696,-145
2024-12-19,META,HOTEL,GB,4,2576,257,74,183
2024-12-19,META,HOTEL,IT,5,2976,157,583,-426
2024-12-19,META,HOTEL,OTHER,3,785,86,259,-173
2024-12-19,SEM,FLIGHT,DE,102,56995,4611,4582,29
2024-12-19,SEM,FLIGHT,ES,20,13202,1218,846,372
2024-12-19,SEM,FLIGHT,FR,58,30029,2863,2908,-45
2024-12-19,SEM,FLIGHT,GB,53,29953,2184,1955,229
2024-12-19,SEM,FLIGHT,IT,54,29420,2993,1997,996
2024-12-19,SEM,FLIGHT,OTHER,29,20285,2591,2911,-320
2024-12-19,SEM,FLIGHT + HOTEL,DE,61,114992,12985,5382,7603
2024-12-19,SEM,FLIGHT + HOTEL,ES,66,114166,11884,9682,2202
2024-12-19,SEM,FLIGHT + HOTEL,FR,107,217624,19792,15061,4731
2024-12-19,SEM,FLIGHT + HOTEL,GB,25,26550,3237,3470,-233
2024-12-19,SEM,FLIGHT + HOTEL,IT,151,281704,30269,22568,7701
2024-12-19,SEM,FLIGHT + HOTEL,OTHER,54,78386,10713,10726,-13
2024-12-19,SEM,HOTEL,DE,13,6268,767,320,447
2024-12-19,SEM,HOTEL,ES,20,10944,1921,1289,632
2024-12-19,SEM,HOTEL,FR,37,8847,1038,1214,-176
2024-12-19,SEM,HOTEL,GB,10,2460,297,407,-110
2024-12-19,SEM,HOTEL,IT,37,15108,1404,1078,326
2024-12-19,SEM,HOTEL,OTHER,16,6582,779,880,-101
2024-12-19,SEO,FLIGHT,DE,41,14642,1504,0,1504
2024-12-19,SEO,FLIGHT,ES,7,5119,341,0,341
2024-12-19,SEO,FLIGHT,FR,14,10518,970,0,970
2024-12-19,SEO,FLIGHT,GB,13,4399,441,0,441
2024-12-19,SEO,FLIGHT,IT,15,7191,980,0,980
2024-12-19,SEO,FLIGHT,OTHER,10,6640,426,0,426
2024-12-19,SEO,FLIGHT + HOTEL,DE,14,24347,4183,0,4183
2024-12-19,SEO,FLIGHT + HOTEL,ES,25,62353,4194,0,4194
2024-12-19,SEO,FLIGHT + HOTEL,FR,24,43190,5283,0,5283
2024-12-19,SEO,FLIGHT + HOTEL,GB,6,7676,835,0,835
2024-12-19,SEO,FLIGHT + HOTEL,IT,18,32638,3648,0,3648
2024-12-19,SEO,FLIGHT + HOTEL,OTHER,3,2598,441,0,441
2024-12-19,SEO,HOTEL,DE,3,948,151,0,151
2024-12-19,SEO,HOTEL,ES,5,2054,280,0,280
2024-12-19,SEO,HOTEL,FR,28,7477,822,0,822
2024-12-19,SEO,HOTEL,GB,5,1013,51,0,51
2024-12-19,SEO,HOTEL,IT,17,4943,687,0,687
2024-12-19,SEO,HOTEL,OTHER,3,2279,269,0,269
2024-12-20,DIRECT,FLIGHT,DE,97,30511,2633,0,2633
2024-12-20,DIRECT,FLIGHT,ES,24,18772,1379,0,1379
2024-12-20,DIRECT,FLIGHT,FR,39,32714,1650,0,1650
2024-12-20,DIRECT,FLIGHT,GB,31,18179,1441,0,1441
